TITLE,URL,SECTION,TOKENIZED_TITLE
"std::vectors, not dynamic arrays!",https://cplusplus.com/articles/37Mf92yv/,subsection,"['std', ':', ':vectors', ',', 'not', 'dynamic', 'arrays', '!']"
Effective Keylogger,https://cplusplus.com/articles/EbqpX9L8/,subsection,"['Effective', 'Keylogger']"
Helpful Function for the Registry,https://cplusplus.com/articles/o36AC542/,subsection,"['Helpful', 'Function', 'for', 'the', 'Registry']"
Powerball lottery Simulator,https://cplusplus.com/articles/4yhv0pDG/,subsection,"['Powerball', 'lottery', 'Simulator']"
(By Disch) Don't write any variable larger than 1 byte to binary files,https://cplusplus.com/articles/oyhv0pDG/,subsection,"['(', 'By', 'Disch', ')', 'Do', ""n't"", 'write', 'any', 'variable', 'larger', 'than', '1', 'byte', 'to', 'binary', 'files']"
Grounded Pointers,https://cplusplus.com/articles/91wTURfi/,subsection,"['Grounded', 'Pointers']"
Xistenial's TUTS Classes and Objects Lesson 1,https://cplusplus.com/articles/zTUq5Di1/,subsection,"['Xistenial', ""'s"", 'TUTS', 'Classes', 'and', 'Objects', 'Lesson', '1']"
[WIP] Genetic algorithms,https://cplusplus.com/articles/4L18T05o/,subsection,"['[', 'WIP', ']', 'Genetic', 'algorithms']"
Features of C99,https://cplusplus.com/articles/iz3hAqkS/,subsection,"['Features', 'of', 'C99']"
How to use code tags,https://cplusplus.com/articles/jEywvCM9/,subsection,"['How', 'to', 'use', 'code', 'tags']"
Using Pointers 3 dfferent ways,https://cplusplus.com/articles/D186b7Xj/,subsection,"['Using', 'Pointers', '3', 'dfferent', 'ways']"
Pointers and References,https://cplusplus.com/articles/1075fSEw/,subsection,"['Pointers', 'and', 'References']"
How to split text into two or more characters,https://cplusplus.com/articles/4N3hAqkS/,subsection,"['How', 'to', 'split', 'text', 'into', 'two', 'or', 'more', 'characters']"
How I Used My C++ Programming Technique To Convert A Numerical Amount To A Verbal Amount,https://cplusplus.com/articles/i86AC542/,subsection,"['How', 'I', 'Used', 'My', 'C++', 'Programming', 'Technique', 'To', 'Convert', 'A', 'Numerical', 'Amount', 'To', 'A', 'Verbal', 'Amount']"
Integer overflow,https://cplusplus.com/articles/DE18T05o/,subsection,"['Integer', 'overflow']"
How to split text into two or more characters,https://cplusplus.com/articles/286AC542/,subsection,"['How', 'to', 'split', 'text', 'into', 'two', 'or', 'more', 'characters']"
PointersSimplified,https://cplusplus.com/articles/DGE1wA7f/,subsection,['PointersSimplified']
Add color to your console window,https://cplusplus.com/articles/2ywTURfi/,subsection,"['Add', 'color', 'to', 'your', 'console', 'window']"
Random number generator,https://cplusplus.com/articles/EywTURfi/,subsection,"['Random', 'number', 'generator']"
Maximum of three numbers? (For Beginners),https://cplusplus.com/articles/S2zyhbRD/,subsection,"['Maximum', 'of', 'three', 'numbers', '?', '(', 'For', 'Beginners', ')']"
How to Handle exception at C++ constructor using Boost's Shared Ptr,https://cplusplus.com/articles/3wTbqMoL/,subsection,"['How', 'to', 'Handle', 'exception', 'at', 'C++', 'constructor', 'using', 'Boost', ""'s"", 'Shared', 'Ptr']"
Pointer craft,https://cplusplus.com/articles/z186b7Xj/,subsection,"['Pointer', 'craft']"
Template parameter deduction from array dimensions,https://cplusplus.com/articles/D4SGz8AR/,subsection,"['Template', 'parameter', 'deduction', 'from', 'array', 'dimensions']"
Explicit Template Instantiation,https://cplusplus.com/articles/1C75fSEw/,subsection,"['Explicit', 'Template', 'Instantiation']"
How to Make a Game,https://cplusplus.com/articles/1w6AC542/,subsection,"['How', 'to', 'Make', 'a', 'Game']"
Why you should NOT delete your posts after getting an answer.,https://cplusplus.com/articles/oGLN8vqX/,subsection,"['Why', 'you', 'should', 'NOT', 'delete', 'your', 'posts', 'after', 'getting', 'an', 'answer', '.']"
How to choose the correct section to post in,https://cplusplus.com/articles/9EN36Up4/,subsection,"['How', 'to', 'choose', 'the', 'correct', 'section', 'to', 'post', 'in']"
Why we are a bunch of tough lovers.,https://cplusplus.com/articles/DjGEy60M/,subsection,"['Why', 'we', 'are', 'a', 'bunch', 'of', 'tough', 'lovers', '.']"
When to use what language and why,https://cplusplus.com/articles/42E1wA7f/,subsection,"['When', 'to', 'use', 'what', 'language', 'and', 'why']"
Debugging Your Program,https://cplusplus.com/articles/23wTURfi/,subsection,"['Debugging', 'Your', 'Program']"
The Console is a Terrible Medium for Games,https://cplusplus.com/articles/G13hAqkS/,subsection,"['The', 'Console', 'is', 'a', 'Terrible', 'Medium', 'for', 'Games']"
Cleaner code,https://cplusplus.com/articles/Gy86b7Xj/,subsection,"['Cleaner', 'code']"
"Inline function Advantages, Disadvantages, Performance and User Guidelines ?",https://cplusplus.com/articles/G3wTURfi/,subsection,"['Inline', 'function', 'Advantages', ',', 'Disadvantages', ',', 'Performance', 'and', 'User', 'Guidelines', '?']"
Book Of Brilliant Things,https://cplusplus.com/articles/GLzyhbRD/,subsection,"['Book', 'Of', 'Brilliant', 'Things']"
The Conditional (or Ternary) Operator (?:),https://cplusplus.com/articles/1AUq5Di1/,subsection,"['The', 'Conditional', '(', 'or', 'Ternary', ')', 'Operator', '(', '?', ':', ')']"
Beginner Exercises,https://cplusplus.com/articles/N6vU7k9E/,subsection,"['Beginner', 'Exercises']"
Why system() is evil,https://cplusplus.com/articles/j3wTURfi/,subsection,"['Why', 'system', '(', ')', 'is', 'evil']"
Clear the screen,https://cplusplus.com/articles/4z18T05o/,subsection,"['Clear', 'the', 'screen']"
How to post a new topic,https://cplusplus.com/articles/o13hAqkS/,subsection,"['How', 'to', 'post', 'a', 'new', 'topic']"
How To: Ask Questions The Smart Way,https://cplusplus.com/articles/jLzyhbRD/,subsection,"['How', 'To', ':', 'Ask', 'Questions', 'The', 'Smart', 'Way']"
Sierpinski Triangle Fractal - The easiest way to produce randomness,https://cplusplus.com/articles/LyTbqMoL/,subsection,"['Sierpinski', 'Triangle', 'Fractal', '-', 'The', 'easiest', 'way', 'to', 'produce', 'randomness']"
Koch Fractal - One of the easiest algorithms with graphics,https://cplusplus.com/articles/iE86b7Xj/,subsection,"['Koch', 'Fractal', '-', 'One', 'of', 'the', 'easiest', 'algorithms', 'with', 'graphics']"
"10 tips to be productive in CLion, a cross-platform C/C++ IDE",https://cplusplus.com/articles/L0pk4iN6/,subsection,"['10', 'tips', 'to', 'be', 'productive', 'in', 'CLion', ',', 'a', 'cross-platform', 'C/C++', 'IDE']"
IsItQt to check if a program is Qt-based and which version Qt was used,https://cplusplus.com/articles/y3TbqMoL/,subsection,"['IsItQt', 'to', 'check', 'if', 'a', 'program', 'is', 'Qt-based', 'and', 'which', 'version', 'Qt', 'was', 'used']"
An open source C++ lightweight & cross platform log library: Log4z,https://cplusplus.com/articles/L0RMDjzh/,subsection,"['An', 'open', 'source', 'C++', 'lightweight', '&', 'cross', 'platform', 'log', 'library', ':', 'Log4z']"
MemCache++: An example of modern C++ design,https://cplusplus.com/articles/iTUq5Di1/,subsection,"['MemCache++', ':', 'An', 'example', 'of', 'modern', 'C++', 'design']"
Difference between an IDE and Compiler,https://cplusplus.com/articles/o8TbqMoL/,subsection,"['Difference', 'between', 'an', 'IDE', 'and', 'Compiler']"
Helpful Function for the Registry,https://cplusplus.com/articles/o36AC542/,subsection,"['Helpful', 'Function', 'for', 'the', 'Registry']"
Simple port scanner,https://cplusplus.com/articles/o2N36Up4/,subsection,"['Simple', 'port', 'scanner']"
log4z v1.2.0 stable version publish,https://cplusplus.com/articles/E36AC542/,subsection,"['log4z', 'v1.2.0', 'stable', 'version', 'publish']"
Subnet Calculator,https://cplusplus.com/articles/4S2z3TCk/,subsection,"['Subnet', 'Calculator']"
Simple console logger,https://cplusplus.com/articles/z1wTURfi/,subsection,"['Simple', 'console', 'logger']"
log4z v1.0.0,https://cplusplus.com/articles/STbCpfjN/,subsection,"['log4z', 'v1.0.0']"
log4z v0.9.0,https://cplusplus.com/articles/yRMf92yv/,subsection,"['log4z', 'v0.9.0']"
Learn design patterns from real projects: RigsOfRods case study.,https://cplusplus.com/articles/SwTbqMoL/,subsection,"['Learn', 'design', 'patterns', 'from', 'real', 'projects', ':', 'RigsOfRods', 'case', 'study', '.']"
priority_queue,https://cplusplus.com/articles/1vUq5Di1/,subsection,['priority_queue']
Static code analysis,https://cplusplus.com/articles/9E18T05o/,subsection,"['Static', 'code', 'analysis']"
How to save your time writing a C++ code in Microsoft Visual Studio 11?,https://cplusplus.com/articles/2N3hAqkS/,subsection,"['How', 'to', 'save', 'your', 'time', 'writing', 'a', 'C++', 'code', 'in', 'Microsoft', 'Visual', 'Studio', '11', '?']"
Secrets of Boost Revealed: Checked Delete,https://cplusplus.com/articles/N8hv0pDG/,subsection,"['Secrets', 'of', 'Boost', 'Revealed', ':', 'Checked', 'Delete']"
Why we've deprecated Bloodshed Dev-C++.,https://cplusplus.com/articles/36vU7k9E/,subsection,"['Why', 'we', ""'ve"", 'deprecated', 'Bloodshed', 'Dev-C++', '.']"
Comparison of popular compilers and IDEs,https://cplusplus.com/articles/Lz18T05o/,subsection,"['Comparison', 'of', 'popular', 'compilers', 'and', 'IDEs']"
"QxOrm : Persistence (ORM), Serialization, Reflection",https://cplusplus.com/articles/D2E1wA7f/,subsection,"['QxOrm', ':', 'Persistence', '(', 'ORM', ')', ',', 'Serialization', ',', 'Reflection']"
C++ LAPACK,https://cplusplus.com/articles/3UCRko23/,subsection,"['C++', 'LAPACK']"
Get IP address of target hostname,https://cplusplus.com/articles/4NywvCM9/,subsection,"['Get', 'IP', 'address', 'of', 'target', 'hostname']"
"Compilers, IDEs, Debuggers and the Jazz",https://cplusplus.com/articles/j8hv0pDG/,subsection,"['Compilers', ',', 'IDEs', ',', 'Debuggers', 'and', 'the', 'Jazz']"
C++ casting,https://cplusplus.com/articles/iG3hAqkS/,subsection,"['C++', 'casting']"
Virtual Method Table and accident prevention,https://cplusplus.com/articles/iy6AC542/,subsection,"['Virtual', 'Method', 'Table', 'and', 'accident', 'prevention']"
How to send an SMS message from an application,https://cplusplus.com/articles/NhbCpfjN/,subsection,"['How', 'to', 'send', 'an', 'SMS', 'message', 'from', 'an', 'application']"
A Google Docs based backup application,https://cplusplus.com/articles/L3TbqMoL/,subsection,"['A', 'Google', 'Docs', 'based', 'backup', 'application']"
StdAfx.h for Novices,https://cplusplus.com/articles/2z86b7Xj/,subsection,"['StdAfx.h', 'for', 'Novices']"
An open source C++ lightweight & cross platform log library: Log4z,https://cplusplus.com/articles/L0RMDjzh/,subsection,"['An', 'open', 'source', 'C++', 'lightweight', '&', 'cross', 'platform', 'log', 'library', ':', 'Log4z']"
Use of TCHAR in Visual C++,https://cplusplus.com/articles/yv07M4Gy/,subsection,"['Use', 'of', 'TCHAR', 'in', 'Visual', 'C++']"
Use of "stdafx.h",https://cplusplus.com/articles/1TUq5Di1/,subsection,"['Use', 'of', '``', 'stdafx.h', ""''""]"
log4z v1.2.0 stable version publish,https://cplusplus.com/articles/E36AC542/,subsection,"['log4z', 'v1.2.0', 'stable', 'version', 'publish']"
SQLite Wrapper for C++,https://cplusplus.com/articles/jL18T05o/,subsection,"['SQLite', 'Wrapper', 'for', 'C++']"
Subnet Calculator,https://cplusplus.com/articles/4S2z3TCk/,subsection,"['Subnet', 'Calculator']"
log4z v1.0.0,https://cplusplus.com/articles/STbCpfjN/,subsection,"['log4z', 'v1.0.0']"
log4z v0.9.0,https://cplusplus.com/articles/yRMf92yv/,subsection,"['log4z', 'v0.9.0']"
Learn design patterns from real projects: RigsOfRods case study.,https://cplusplus.com/articles/SwTbqMoL/,subsection,"['Learn', 'design', 'patterns', 'from', 'real', 'projects', ':', 'RigsOfRods', 'case', 'study', '.']"
Using Pointers 3 dfferent ways,https://cplusplus.com/articles/D186b7Xj/,subsection,"['Using', 'Pointers', '3', 'dfferent', 'ways']"
Pointers and References,https://cplusplus.com/articles/1075fSEw/,subsection,"['Pointers', 'and', 'References']"
Visual Studio 2008 / 2010 GOTCHA's,https://cplusplus.com/articles/yhTbqMoL/,subsection,"['Visual', 'Studio', '2008', '/', '2010', 'GOTCHA', ""'s""]"
Comparison of popular compilers and IDEs,https://cplusplus.com/articles/Lz18T05o/,subsection,"['Comparison', 'of', 'popular', 'compilers', 'and', 'IDEs']"
"Inline function Advantages, Disadvantages, Performance and User Guidelines ?",https://cplusplus.com/articles/G3wTURfi/,subsection,"['Inline', 'function', 'Advantages', ',', 'Disadvantages', ',', 'Performance', 'and', 'User', 'Guidelines', '?']"
DLL Symbols,https://cplusplus.com/articles/zTA0RXSz/,subsection,"['DLL', 'Symbols']"
Making a Plugin System,https://cplusplus.com/articles/48TbqMoL/,subsection,"['Making', 'a', 'Plugin', 'System']"
How To Use Windows Authorization,https://cplusplus.com/articles/2ACRko23/,subsection,"['How', 'To', 'Use', 'Windows', 'Authorization']"
Use of TCHAR in Visual C++,https://cplusplus.com/articles/yv07M4Gy/,subsection,"['Use', 'of', 'TCHAR', 'in', 'Visual', 'C++']"
Use of "stdafx.h",https://cplusplus.com/articles/1TUq5Di1/,subsection,"['Use', 'of', '``', 'stdafx.h', ""''""]"
log4z v1.2.0 stable version publish,https://cplusplus.com/articles/E36AC542/,subsection,"['log4z', 'v1.2.0', 'stable', 'version', 'publish']"
Add color to your console 2,https://cplusplus.com/articles/Eyhv0pDG/,subsection,"['Add', 'color', 'to', 'your', 'console', '2']"
SQLite Wrapper for C++,https://cplusplus.com/articles/jL18T05o/,subsection,"['SQLite', 'Wrapper', 'for', 'C++']"
Subnet Calculator,https://cplusplus.com/articles/4S2z3TCk/,subsection,"['Subnet', 'Calculator']"
A customizable Asteroids game.,https://cplusplus.com/articles/GA07M4Gy/,subsection,"['A', 'customizable', 'Asteroids', 'game', '.']"
Add color to your console window,https://cplusplus.com/articles/2ywTURfi/,subsection,"['Add', 'color', 'to', 'your', 'console', 'window']"
"Powerful Console in Windows/VC++ (Color, Cursor, ...)",https://cplusplus.com/articles/SEN36Up4/,subsection,"['Powerful', 'Console', 'in', 'Windows/VC++', '(', 'Color', ',', 'Cursor', ',', '...', ')']"
Printer Stream,https://cplusplus.com/articles/9z18T05o/,subsection,"['Printer', 'Stream']"
An alternate to using getch(),https://cplusplus.com/articles/yAUq5Di1/,subsection,"['An', 'alternate', 'to', 'using', 'getch', '(', ')']"
WinAPI:  Being Unicode Friendly,https://cplusplus.com/articles/2w6AC542/,subsection,"['WinAPI', ':', 'Being', 'Unicode', 'Friendly']"
Masking password input,https://cplusplus.com/articles/E6vU7k9E/,subsection,"['Masking', 'password', 'input']"
DLL Symbols,https://cplusplus.com/articles/zTA0RXSz/,subsection,"['DLL', 'Symbols']"
How to parse command line parameters.,https://cplusplus.com/articles/DEN36Up4/,subsection,"['How', 'to', 'parse', 'command', 'line', 'parameters', '.']"
Named Pipes for data exchange in Windows Vista,https://cplusplus.com/articles/L6vU7k9E/,subsection,"['Named', 'Pipes', 'for', 'data', 'exchange', 'in', 'Windows', 'Vista']"
Interaction between services and applications of user level in Windows Vista,https://cplusplus.com/articles/ETA0RXSz/,subsection,"['Interaction', 'between', 'services', 'and', 'applications', 'of', 'user', 'level', 'in', 'Windows', 'Vista']"
Clear the screen,https://cplusplus.com/articles/4z18T05o/,subsection,"['Clear', 'the', 'screen']"
How to avoid bugs using modern C++,https://cplusplus.com/articles/y807M4Gy/,subsection,"['How', 'to', 'avoid', 'bugs', 'using', 'modern', 'C++']"
Learning Computer Programming Terminology,https://cplusplus.com/articles/GvRMDjzh/,subsection,"['Learning', 'Computer', 'Programming', 'Terminology']"
C++ class for generate Fibonacci series,https://cplusplus.com/articles/LT75fSEw/,subsection,"['C++', 'class', 'for', 'generate', 'Fibonacci', 'series']"
C++ casting,https://cplusplus.com/articles/iG3hAqkS/,subsection,"['C++', 'casting']"
Safe Clearing of Private Data,https://cplusplus.com/articles/ETqpX9L8/,subsection,"['Safe', 'Clearing', 'of', 'Private', 'Data']"
How I Learned A Vital Borland C++ Coding Technique I Couldn't Learn Alone,https://cplusplus.com/articles/DL86b7Xj/,subsection,"['How', 'I', 'Learned', 'A', 'Vital', 'Borland', 'C++', 'Coding', 'Technique', 'I', 'Could', ""n't"", 'Learn', 'Alone']"
Sierpinski Triangle Fractal - The easiest way to produce randomness,https://cplusplus.com/articles/LyTbqMoL/,subsection,"['Sierpinski', 'Triangle', 'Fractal', '-', 'The', 'easiest', 'way', 'to', 'produce', 'randomness']"
Koch Fractal - One of the easiest algorithms with graphics,https://cplusplus.com/articles/iE86b7Xj/,subsection,"['Koch', 'Fractal', '-', 'One', 'of', 'the', 'easiest', 'algorithms', 'with', 'graphics']"
"10 tips to be productive in CLion, a cross-platform C/C++ IDE",https://cplusplus.com/articles/L0pk4iN6/,subsection,"['10', 'tips', 'to', 'be', 'productive', 'in', 'CLion', ',', 'a', 'cross-platform', 'C/C++', 'IDE']"
Fibonacii at its best,https://cplusplus.com/articles/jT07M4Gy/,subsection,"['Fibonacii', 'at', 'its', 'best']"
Null Pointer Dereferencing Causes Undefined Behavior,https://cplusplus.com/articles/LAqpX9L8/,subsection,"['Null', 'Pointer', 'Dereferencing', 'Causes', 'Undefined', 'Behavior']"
Android Kernel: Lacking in Modularity,https://cplusplus.com/articles/oy6AC542/,subsection,"['Android', 'Kernel', ':', 'Lacking', 'in', 'Modularity']"
"Using the Design Pattern State, for the Simple Problem of the Semaphore",https://cplusplus.com/articles/zAqpX9L8/,subsection,"['Using', 'the', 'Design', 'Pattern', 'State', ',', 'for', 'the', 'Simple', 'Problem', 'of', 'the', 'Semaphore']"
"A simple OpenGL animation with glfw, step by step",https://cplusplus.com/articles/NvCRko23/,subsection,"['A', 'simple', 'OpenGL', 'animation', 'with', 'glfw', ',', 'step', 'by', 'step']"
Split a String,https://cplusplus.com/articles/2wA0RXSz/,subsection,"['Split', 'a', 'String']"
"Declarations, Prototypes, Definitions, and Implementations",https://cplusplus.com/articles/yAqpX9L8/,subsection,"['Declarations', ',', 'Prototypes', ',', 'Definitions', ',', 'and', 'Implementations']"
Finding Skype's Default Account Name,https://cplusplus.com/articles/NT07M4Gy/,subsection,"['Finding', 'Skype', ""'s"", 'Default', 'Account', 'Name']"
Virtual Method Table and accident prevention,https://cplusplus.com/articles/iy6AC542/,subsection,"['Virtual', 'Method', 'Table', 'and', 'accident', 'prevention']"
Dynamically sorting both keys and values,https://cplusplus.com/articles/oE3hAqkS/,subsection,"['Dynamically', 'sorting', 'both', 'keys', 'and', 'values']"
Installing and Configuring Visual C++ and GLUT,https://cplusplus.com/articles/3AqpX9L8/,subsection,"['Installing', 'and', 'Configuring', 'Visual', 'C++', 'and', 'GLUT']"
How to send an SMS message from an application,https://cplusplus.com/articles/NhbCpfjN/,subsection,"['How', 'to', 'send', 'an', 'SMS', 'message', 'from', 'an', 'application']"
Strings Obfuscation System,https://cplusplus.com/articles/E8vU7k9E/,subsection,"['Strings', 'Obfuscation', 'System']"
A Google Docs based backup application,https://cplusplus.com/articles/L3TbqMoL/,subsection,"['A', 'Google', 'Docs', 'based', 'backup', 'application']"
Topological Sort of Strings- part I,https://cplusplus.com/articles/iNwTURfi/,subsection,"['Topological', 'Sort', 'of', 'Strings-', 'part', 'I']"
Borland C++ Sorting Algorithm,https://cplusplus.com/articles/Ly6AC542/,subsection,"['Borland', 'C++', 'Sorting', 'Algorithm']"
StdAfx.h for Novices,https://cplusplus.com/articles/2z86b7Xj/,subsection,"['StdAfx.h', 'for', 'Novices']"
Auxiliarry Carry & Parity Detector,https://cplusplus.com/articles/y8vU7k9E/,subsection,"['Auxiliarry', 'Carry', '&', 'Parity', 'Detector']"
The Element Project (v2),https://cplusplus.com/articles/z1hv0pDG/,subsection,"['The', 'Element', 'Project', '(', 'v2', ')']"
The Last Line Effect,https://cplusplus.com/articles/Lz86b7Xj/,subsection,"['The', 'Last', 'Line', 'Effect']"
IsItQt to check if a program is Qt-based and which version Qt was used,https://cplusplus.com/articles/y3TbqMoL/,subsection,"['IsItQt', 'to', 'check', 'if', 'a', 'program', 'is', 'Qt-based', 'and', 'which', 'version', 'Qt', 'was', 'used']"
What is C++ inline functions,https://cplusplus.com/articles/2LywvCM9/,subsection,"['What', 'is', 'C++', 'inline', 'functions']"
An open source C++ lightweight & cross platform log library: Log4z,https://cplusplus.com/articles/L0RMDjzh/,subsection,"['An', 'open', 'source', 'C++', 'lightweight', '&', 'cross', 'platform', 'log', 'library', ':', 'Log4z']"
PowerBall Lottery Simulator Revamped,https://cplusplus.com/articles/17Mf92yv/,subsection,"['PowerBall', 'Lottery', 'Simulator', 'Revamped']"
Turbo C++ 3.1 Code Example For A List Box,https://cplusplus.com/articles/2bqpX9L8/,subsection,"['Turbo', 'C++', '3.1', 'Code', 'Example', 'For', 'A', 'List', 'Box']"
Making a Plugin System,https://cplusplus.com/articles/48TbqMoL/,subsection,"['Making', 'a', 'Plugin', 'System']"
Borland C++ 5.02 Code For A Print Preview Window,https://cplusplus.com/articles/y7Mf92yv/,subsection,"['Borland', 'C++', '5.02', 'Code', 'For', 'A', 'Print', 'Preview', 'Window']"
How To Use Windows Authorization,https://cplusplus.com/articles/2ACRko23/,subsection,"['How', 'To', 'Use', 'Windows', 'Authorization']"
MemCache++: An example of modern C++ design,https://cplusplus.com/articles/iTUq5Di1/,subsection,"['MemCache++', ':', 'An', 'example', 'of', 'modern', 'C++', 'design']"
Difference between an IDE and Compiler,https://cplusplus.com/articles/o8TbqMoL/,subsection,"['Difference', 'between', 'an', 'IDE', 'and', 'Compiler']"
"std::vectors, not dynamic arrays!",https://cplusplus.com/articles/37Mf92yv/,subsection,"['std', ':', ':vectors', ',', 'not', 'dynamic', 'arrays', '!']"
Effective Keylogger,https://cplusplus.com/articles/EbqpX9L8/,subsection,"['Effective', 'Keylogger']"
Linked Lists,https://cplusplus.com/articles/LACRko23/,subsection,"['Linked', 'Lists']"
Compiling and Linking in C++,https://cplusplus.com/articles/2v07M4Gy/,subsection,"['Compiling', 'and', 'Linking', 'in', 'C++']"
Helpful Function for the Registry,https://cplusplus.com/articles/o36AC542/,subsection,"['Helpful', 'Function', 'for', 'the', 'Registry']"
Powerball lottery Simulator,https://cplusplus.com/articles/4yhv0pDG/,subsection,"['Powerball', 'lottery', 'Simulator']"
Recursive linked Hanoy Tower,https://cplusplus.com/articles/EACRko23/,subsection,"['Recursive', 'linked', 'Hanoy', 'Tower']"
(By Disch) Don't write any variable larger than 1 byte to binary files,https://cplusplus.com/articles/oyhv0pDG/,subsection,"['(', 'By', 'Disch', ')', 'Do', ""n't"", 'write', 'any', 'variable', 'larger', 'than', '1', 'byte', 'to', 'binary', 'files']"
C++ console game!,https://cplusplus.com/articles/3Cpk4iN6/,subsection,"['C++', 'console', 'game', '!']"
Ternary search.,https://cplusplus.com/articles/yU75fSEw/,subsection,"['Ternary', 'search', '.']"
How to develop an operating system using C++?,https://cplusplus.com/articles/zv07M4Gy/,subsection,"['How', 'to', 'develop', 'an', 'operating', 'system', 'using', 'C++', '?']"
The Big Calculator Gone Crazy,https://cplusplus.com/articles/2hA0RXSz/,subsection,"['The', 'Big', 'Calculator', 'Gone', 'Crazy']"
BMP Loader,https://cplusplus.com/articles/GwvU7k9E/,subsection,"['BMP', 'Loader']"
Grounded Pointers,https://cplusplus.com/articles/91wTURfi/,subsection,"['Grounded', 'Pointers']"
Snake Cpp [Console],https://cplusplus.com/articles/3U75fSEw/,subsection,"['Snake', 'Cpp', '[', 'Console', ']']"
Xistenial's TUTS Classes and Objects Lesson 1,https://cplusplus.com/articles/zTUq5Di1/,subsection,"['Xistenial', ""'s"", 'TUTS', 'Classes', 'and', 'Objects', 'Lesson', '1']"
The Element Project (v1),https://cplusplus.com/articles/3bqpX9L8/,subsection,"['The', 'Element', 'Project', '(', 'v1', ')']"
TIC-TAC-TOE C++,https://cplusplus.com/articles/1v07M4Gy/,subsection,"['TIC-TAC-TOE', 'C++']"
Wade Not in Unknown C++ Waters. Part Four.,https://cplusplus.com/articles/LwvU7k9E/,subsection,"['Wade', 'Not', 'in', 'Unknown', 'C++', 'Waters', '.', 'Part', 'Four', '.']"
how can i use command line in my application?,https://cplusplus.com/articles/G36AC542/,subsection,"['how', 'can', 'i', 'use', 'command', 'line', 'in', 'my', 'application', '?']"
[WIP] Genetic algorithms,https://cplusplus.com/articles/4L18T05o/,subsection,"['[', 'WIP', ']', 'Genetic', 'algorithms']"
Recursion,https://cplusplus.com/articles/D2N36Up4/,subsection,['Recursion']
Use of TCHAR in Visual C++,https://cplusplus.com/articles/yv07M4Gy/,subsection,"['Use', 'of', 'TCHAR', 'in', 'Visual', 'C++']"
Use of "stdafx.h",https://cplusplus.com/articles/1TUq5Di1/,subsection,"['Use', 'of', '``', 'stdafx.h', ""''""]"
Beginners guide to the std::sort() function,https://cplusplus.com/articles/NhA0RXSz/,subsection,"['Beginners', 'guide', 'to', 'the', 'std', ':', ':sort', '(', ')', 'function']"
Simple port scanner,https://cplusplus.com/articles/o2N36Up4/,subsection,"['Simple', 'port', 'scanner']"
log4z v1.2.0 stable version publish,https://cplusplus.com/articles/E36AC542/,subsection,"['log4z', 'v1.2.0', 'stable', 'version', 'publish']"
Features of C99,https://cplusplus.com/articles/iz3hAqkS/,subsection,"['Features', 'of', 'C99']"
How to use code tags,https://cplusplus.com/articles/jEywvCM9/,subsection,"['How', 'to', 'use', 'code', 'tags']"
Add color to your console 2,https://cplusplus.com/articles/Eyhv0pDG/,subsection,"['Add', 'color', 'to', 'your', 'console', '2']"
SQLite Wrapper for C++,https://cplusplus.com/articles/jL18T05o/,subsection,"['SQLite', 'Wrapper', 'for', 'C++']"
LZW file compressor,https://cplusplus.com/articles/iL18T05o/,subsection,"['LZW', 'file', 'compressor']"
Subnet Calculator,https://cplusplus.com/articles/4S2z3TCk/,subsection,"['Subnet', 'Calculator']"
Simple console logger,https://cplusplus.com/articles/z1wTURfi/,subsection,"['Simple', 'console', 'logger']"
log4z v1.0.0,https://cplusplus.com/articles/STbCpfjN/,subsection,"['log4z', 'v1.0.0']"
Non-recursive traversal of n-trees,https://cplusplus.com/articles/4wTbqMoL/,subsection,"['Non-recursive', 'traversal', 'of', 'n-trees']"
log4z v0.9.0,https://cplusplus.com/articles/yRMf92yv/,subsection,"['log4z', 'v0.9.0']"
Brainf*ck-to-C translator,https://cplusplus.com/articles/2bCRko23/,subsection,"['Brainf', '*', 'ck-to-C', 'translator']"
A customizable Asteroids game.,https://cplusplus.com/articles/GA07M4Gy/,subsection,"['A', 'customizable', 'Asteroids', 'game', '.']"
Make,https://cplusplus.com/articles/jTbCpfjN/,subsection,['Make']
Caesar cipher,https://cplusplus.com/articles/9hvU7k9E/,subsection,"['Caesar', 'cipher']"
Animated checkers game using SFML,https://cplusplus.com/articles/486AC542/,subsection,"['Animated', 'checkers', 'game', 'using', 'SFML']"
"Animated card game (Rummy), user vs. PC",https://cplusplus.com/articles/D3hv0pDG/,subsection,"['Animated', 'card', 'game', '(', 'Rummy', ')', ',', 'user', 'vs.', 'PC']"
Learn design patterns from real projects: RigsOfRods case study.,https://cplusplus.com/articles/SwTbqMoL/,subsection,"['Learn', 'design', 'patterns', 'from', 'real', 'projects', ':', 'RigsOfRods', 'case', 'study', '.']"
format integers with commas separator using only chars,https://cplusplus.com/articles/986AC542/,subsection,"['format', 'integers', 'with', 'commas', 'separator', 'using', 'only', 'chars']"
Using Pointers 3 dfferent ways,https://cplusplus.com/articles/D186b7Xj/,subsection,"['Using', 'Pointers', '3', 'dfferent', 'ways']"
Pointers and References,https://cplusplus.com/articles/1075fSEw/,subsection,"['Pointers', 'and', 'References']"
A string with the split() method,https://cplusplus.com/articles/1UqpX9L8/,subsection,"['A', 'string', 'with', 'the', 'split', '(', ')', 'method']"
